股票代码,行业名称,细分行业名称,概念板块,风格板块,指数板块,特殊板块,板块总数,市场位置摘要
sh688028,机械基件,机械基础件,OLED概念、人形机器、培育钻石、工业母机、新能源车、核电核能、芯片,历史新高、定增预案、密集调研、百元股、近期强势、近期新高、高贝塔值,上证治理,中证2000、沪港通SH、融资融券,18,行业位置：机械基件/机械基础件；相关概念：OLED概念、人形机器、培育钻石、工业母机、新能源车；风格标签：历史新高、定增预案、密集调研、百元股；指数归属：上证治理；交易属性：中证2000、沪港通SH、融资融券。
sh688038,软件服务,基础软件,AI智能体、DeepSeek、人工智能、信创、信息安全、国产软件、多模态AI、安防服务、数字孪生、数据要素、智慧城市、智慧政务、智能交通、机器视觉、车联网,微盘股、连续亏损,,融资融券,18,行业位置：软件服务/基础软件；相关概念：AI智能体、DeepSeek、人工智能、信创、信息安全；风格标签：微盘股、连续亏损；交易属性：融资融券。
sh688068,医疗保健,诊断试剂,AI医疗、人工智能、创新药、肝炎概念、食品安全,专项贷款、养老金、基金减仓、百元股、近期新低、连续亏损,上证580、科创100、科创生物,中证1000、国证2000、沪港通SH、融资融券,18,行业位置：医疗保健/诊断试剂；相关概念：AI医疗、人工智能、创新药、肝炎概念、食品安全；风格标签：专项贷款、养老金、基金减仓、百元股；指数归属：上证580、科创100、科创生物；交易属性：中证1000、国证2000、沪港通SH、融资融券。
sh688095,软件服务,基础软件,AIGC概念、DeepSeek、人工智能、信创、华为鸿蒙、国产软件、智慧政务、海峡西岸,基金减仓、海外业务、破发行价,上证580、上证治理、科创200,中证2000、国证2000、沪港通SH、融资融券,18,行业位置：软件服务/基础软件；相关概念：AIGC概念、DeepSeek、人工智能、信创、华为鸿蒙；风格标签：基金减仓、海外业务、破发行价；指数归属：上证580、上证治理、科创200；交易属性：中证2000、国证2000、沪港通SH、融资融券。
sh688151,医疗保健,医疗耗材,军民融合、军贸概念、口罩防护、国防军工、智能机器、核污防治,扣非亏损、破发行价,上证580、中证央企、科创200、科创国企、科创高装,专精特新、中证2000、国证2000、沪港通SH、融资融券,18,行业位置：医疗保健/医疗耗材；相关概念：军民融合、军贸概念、口罩防护、国防军工、智能机器；风格标签：扣非亏损、破发行价；指数归属：上证580、中证央企、科创200、科创国企；交易属性：专精特新、中证2000、国证2000、沪港通SH。
sh688166,化学制药,原料药,仿制药、免疫治疗、减肥药、创投概念、创新药、合成生物,私募重仓、高市盈率,上证380、中证800、科创100、科创生物,中证500、中证A500、含可转债、国证2000、沪港通SH、融资融券,18,行业位置：化学制药/原料药；相关概念：仿制药、免疫治疗、减肥药、创投概念、创新药；风格标签：私募重仓、高市盈率；指数归属：上证380、中证800、科创100、科创生物；交易属性：中证500、中证A500、含可转债、国证2000。
sh688202,医疗保健,医疗研发外包,AI医疗、CXO概念、人工智能、仿制药、减肥药、创新药、合成生物,专项贷款、外资背景、密集调研、连续亏损,上证580、上证创新、科创200,中证2000、国证2000、沪港通SH、融资融券,18,行业位置：医疗保健/医疗研发外包；相关概念：AI医疗、CXO概念、人工智能、仿制药、减肥药；风格标签：专项贷款、外资背景、密集调研、连续亏损；指数归属：上证580、上证创新、科创200；交易属性：中证2000、国证2000、沪港通SH、融资融券。
sh688226,电气设备,线缆部件及其他,CPO概念、东数西算、储能、光伏、数据中心、智能电网、特斯拉、钠电池、风电,券商重仓、高市盈率,上证580、科创200,专精特新、中证2000、国证2000、沪港通SH、融资融券,18,行业位置：电气设备/线缆部件及其他；相关概念：CPO概念、东数西算、储能、光伏、数据中心；风格标签：券商重仓、高市盈率；指数归属：上证580、科创200；交易属性：专精特新、中证2000、国证2000、沪港通SH。
sh688235,生物制药,其他生物制药,创新药、含H股,保险新进、保险重仓、基金减仓、基金重仓、百元股、绩优股、非周期股,上证380、中证800、富时A50、科创100、科创生物,中证500、中证A500、沪港通SH、融资融券,18,行业位置：生物制药/其他生物制药；相关概念：创新药、含H股；风格标签：保险新进、保险重仓、基金减仓、基金重仓；指数归属：上证380、中证800、富时A50、科创100；交易属性：中证500、中证A500、沪港通SH、融资融券。
sh688278,生物制药,其他生物制药,创新药、基因概念、海峡西岸、肝炎概念,发可转债、回购计划、股权转让,上证380、中证800、国证成长、小盘成长、新兴成指、民企100、科创50、科创生物,中证500、沪港通SH、融资融券,18,行业位置：生物制药/其他生物制药；相关概念：创新药、基因概念、海峡西岸、肝炎概念；风格标签：发可转债、回购计划、股权转让；指数归属：上证380、中证800、国证成长、小盘成长；交易属性：中证500、沪港通SH、融资融券。
sh688282,通信设备,军工电子,军民融合、军贸概念、卫星导航、商业航天、国防军工、无人机、无人驾驶,历史新高、商誉减值、昨日较强、百元股、私募新进、近期强势、近期新高、连续亏损,上证治理、科创成长,融资融券,18,行业位置：通信设备/军工电子；相关概念：军民融合、军贸概念、卫星导航、商业航天、国防军工；风格标签：历史新高、商誉减值、昨日较强、百元股；指数归属：上证治理、科创成长；交易属性：融资融券。
sh688286,半导体,集成电路设计,AI眼镜、人形机器、小米概念、新型烟草、无线耳机、智能机器、智能穿戴、汽车电子、消费电子、物联网、胎压监测、芯片,基金独门、微小盘股、微盘精选,,专精特新、中证2000、融资融券,18,行业位置：半导体/集成电路设计；相关概念：AI眼镜、人形机器、小米概念、新型烟草、无线耳机；风格标签：基金独门、微小盘股、微盘精选；交易属性：专精特新、中证2000、融资融券。
sh688321,化学制药,化学制剂,AI医疗、DeepSeek、减肥药、创新药、肝炎概念,回购计划、外资背景、定增股、股权分散,上证580、上证创新、科创200、科创生物,中证1000、含可转债、国证2000、沪港通SH、融资融券,18,行业位置：化学制药/化学制剂；相关概念：AI医疗、DeepSeek、减肥药、创新药、肝炎概念；风格标签：回购计划、外资背景、定增股、股权分散；指数归属：上证580、上证创新、科创200、科创生物；交易属性：中证1000、含可转债、国证2000、沪港通SH。
sh688349,电气设备,风电整机,DeepSeek、氢能源、绿色电力、风电,员工持股、破发行价、社保重仓,上证380、中盘成长、中证800、内地低碳、国证成长、新兴成指、环保50、科创50,中证500、沪港通SH、融资融券,18,行业位置：电气设备/风电整机；相关概念：DeepSeek、氢能源、绿色电力、风电；风格标签：员工持股、破发行价、社保重仓；指数归属：上证380、中盘成长、中证800、内地低碳；交易属性：中证500、沪港通SH、融资融券。
sh688352,半导体,半导体封测,MCU芯片、OLED概念、三代半导、先进封装、芯片,专项贷款、亏损股、回购计划、小盘国企,上证580、科创100、科创国企、科创芯片,中证1000、含可转债、国证2000、沪港通SH、融资融券,18,行业位置：半导体/半导体封测；相关概念：MCU芯片、OLED概念、三代半导、先进封装、芯片；风格标签：专项贷款、亏损股、回购计划、小盘国企；指数归属：上证580、科创100、科创国企、科创芯片；交易属性：中证1000、含可转债、国证2000、沪港通SH。
sh688378,专用机械,其他专用设备,OLED概念、商业航天、折叠屏、新材料、虚拟现实、钙钛矿,保险新进、历史新高、定增股、股东减持、近期新高,上证创新、上证治理、科创200,中证2000、国证2000、沪港通SH、融资融券,18,行业位置：专用机械/其他专用设备；相关概念：OLED概念、商业航天、折叠屏、新材料、虚拟现实；风格标签：保险新进、历史新高、定增股、股东减持；指数归属：上证创新、上证治理、科创200；交易属性：中证2000、国证2000、沪港通SH、融资融券。
sh688380,半导体,集成电路设计,MCU芯片、人形机器、华为汽车、存储芯片、小米概念、智能机器、汽车电子、汽车芯片、消费电子、芯片、血氧仪,,上证580、科创200,专精特新、中证1000、国证2000、沪港通SH、融资融券,18,行业位置：半导体/集成电路设计；相关概念：MCU芯片、人形机器、华为汽车、存储芯片、小米概念；指数归属：上证580、科创200；交易属性：专精特新、中证1000、国证2000、沪港通SH。
